Date,Open,High,Low,Close,Volume,Change,MA5,MA3
2006-08-31,41660,41810,41110,41811,11137,0.003600489666594653,41611.0,41627.666666666664
2006-09-01,41510,41610,41260,41361,5823,-0.010762717945038358,41571.0,41611.0
2006-09-04,41610,41610,40810,41111,7419,-0.006044341287686494,41471.0,41427.666666666664
2006-09-05,41110,41360,40560,40911,5361,-0.004864878013183804,41371.0,41127.666666666664
2006-09-06,40660,40710,40410,40510,9757,-0.009801764806531277,41140.8,40844.0
2006-09-07,40210,40410,39910,40160,10990,-0.008639842014317445,40810.6,40527.0
2006-09-08,40010,40310,39960,40260,6748,0.002490039840637559,40590.4,40310.0
2006-09-11,40210,40210,39810,39810,10453,-0.011177347242920965,40330.2,40076.666666666664
2006-09-12,39560,39610,38759,38960,20404,-0.021351419241396608,39940.0,39676.666666666664
2006-09-13,39760,39860,39010,39810,12104,0.021817248459959027,39800.0,39526.666666666664
2006-09-14,39760,40110,39510,40010,15368,0.005023863350916757,39770.0,39593.333333333336
2006-09-15,40060,42110,40060,41511,24776,0.03751562109472628,40020.2,40443.666666666664
2006-09-18,41510,42110,41410,42011,24835,0.012045000120449956,40460.4,41177.333333333336
2006-09-19,42110,43361,42110,43311,42207,0.030944276499012213,41330.6,42277.666666666664
2006-09-20,43411,43411,42460,43011,11122,-0.006926646810279102,41970.8,42777.666666666664
2006-09-21,42761,43161,42610,42911,14243,-0.002324986631326853,42551.0,43077.666666666664
2006-09-22,42911,44361,42911,43761,21289,0.019808440726154064,43001.0,43227.666666666664
2006-09-25,43461,43711,42610,43011,5415,-0.017138548022211597,43201.0,43227.666666666664
2006-09-26,43211,43561,42911,43161,9848,0.0034874799469903905,43171.0,43311.0
2006-09-27,44411,44411,43161,43811,15963,0.01505989203215874,43331.0,43327.666666666664
2006-09-28,43811,43811,43111,43311,21197,-0.01141265892127552,43411.0,43427.666666666664
2006-09-29,43361,44761,43111,44011,11229,0.016162175890651387,43461.0,43711.0
2006-10-02,44011,44961,43811,44962,8091,0.021608234305060092,43851.2,44094.666666666664
2006-10-04,44761,46011,44011,45562,13551,0.013344602108447123,44331.4,44845.0
2006-10-09,45361,45711,43361,45562,11847,0.0,44681.6,45362.0
2006-10-10,45011,46011,44711,46012,15808,0.009876651595627894,45221.8,45712.0
2006-10-11,45911,46011,45411,46012,4486,0.0,45622.0,45862.0
2006-10-12,46011,46461,45761,46412,16777,0.008693384334521381,45912.0,46145.333333333336
2006-10-13,46461,46611,45811,46612,6368,0.004309230371455586,46122.0,46345.333333333336
2006-10-16,46561,46662,45711,46662,7556,0.0010726851454561093,46342.0,46562.0
2006-10-17,46762,47162,46061,46662,7525,0.0,46472.0,46645.333333333336
2006-10-18,46311,46662,45911,46662,4213,0.0,46602.0,46662.0
2006-10-19,47012,47812,46361,47012,14248,0.007500750075007501,46722.0,46778.666666666664
2006-10-20,47462,47462,46611,46912,6652,-0.002127116480898472,46782.0,46862.0
2006-10-23,47012,47012,46461,46812,14359,-0.002131650750341052,46812.0,46912.0
2006-10-24,46712,47762,46712,47762,18487,0.020293941724344178,47032.0,47162.0
2006-10-25,47312,47712,47212,47362,3843,-0.00837485867425991,47172.0,47312.0
2006-10-26,47362,48312,47362,47912,21220,0.011612685275115053,47352.0,47678.666666666664
2006-10-27,48012,48362,47412,48112,2787,0.004174319585907416,47592.0,47795.333333333336
2006-10-30,48112,48312,48012,48112,19449,0.0,47852.0,48045.333333333336
2006-10-31,48362,49612,48012,48813,24435,0.014570169604256833,48062.2,48345.666666666664
2006-11-01,49512,49812,49362,49563,12411,0.015364759387868077,48502.4,48829.333333333336
2006-11-02,49562,50713,49562,50013,16728,0.009079353550027314,48922.6,49463.0
2006-11-03,51013,51013,49712,50513,23620,0.00999740067582433,49402.8,50029.666666666664
2006-11-06,50913,50913,50312,50513,9027,0.0,49883.0,50346.333333333336
2006-11-07,50513,51813,50513,51513,14310,0.019796883970462975,50423.0,50846.333333333336
2006-11-08,51813,51813,49712,51013,6860,-0.009706287733193597,50713.0,51013.0
2006-11-09,51013,51713,50813,51513,5895,0.009801423166643897,51013.0,51346.333333333336
2006-11-10,52313,52313,50212,51513,6344,0.0,51213.0,51346.333333333336
2006-11-13,51213,51213,50513,51213,1894,-0.0058237726399161804,51353.0,51413.0
2006-11-14,51013,51413,50613,50913,4888,-0.005857887645714932,51233.0,51213.0
2006-11-15,50513,50913,49912,50913,8312,0.0,51213.0,51013.0
2006-11-16,50513,50713,50112,50613,6904,-0.005892404690354125,51033.0,50813.0
2006-11-17,50813,50813,49512,49913,4982,-0.01383043882006596,50713.0,50479.666666666664
2006-11-20,49912,50012,49662,50013,26062,0.0020034860657545117,50473.0,50179.666666666664
2006-11-21,50713,51113,49762,50813,2266,0.015995841081318796,50453.0,50246.333333333336
2006-11-22,50813,51113,50412,50413,14138,-0.007872001259520256,50353.0,50413.0
2006-11-23,50012,52313,49112,50513,22438,0.0019836153373138377,50333.0,50579.666666666664
2006-11-24,50513,51713,49762,51713,6631,0.023756260764555615,50693.0,50879.666666666664
2006-11-27,51313,51813,50513,51713,8745,0.0,51033.0,51313.0
2006-11-28,50813,51413,50412,50813,19430,-0.01740374760698471,51033.0,51413.0
2006-11-29,50412,51113,50412,50413,11485,-0.007872001259520256,51033.0,50979.666666666664
2006-11-30,50513,51513,50012,50513,5724,0.0019836153373138377,51033.0,50579.666666666664
2006-12-01,50312,52013,50312,50513,6180,0.0,50793.0,50479.666666666664
2006-12-04,50913,51913,50913,51513,13753,0.019796883970462975,50753.0,50846.333333333336
2006-12-05,51913,55114,51513,54014,22107,0.0485508512414341,51393.2,52013.333333333336
2006-12-06,54113,57014,54013,56915,17378,0.05370829784870579,52693.6,54147.333333333336
2006-12-07,55014,57014,54113,54714,16229,-0.0386717034173768,53533.8,55214.333333333336
2006-12-08,56714,56714,53313,53814,3481,-0.016449172058339734,54194.0,55147.666666666664
2006-12-11,54213,57014,54113,55514,4320,0.031590292488943295,54994.2,54680.666666666664
2006-12-12,56514,57014,55314,55314,7113,-0.003602694815722174,55254.2,54880.666666666664
2006-12-13,56714,56714,55214,55914,5972,0.010847163466753518,55054.0,55580.666666666664
2006-12-14,55214,55914,53913,54714,18383,-0.02146153020710373,55054.0,55314.0
2006-12-15,54514,54914,53513,53714,9034,-0.018276857842599692,55034.0,54780.666666666664
2006-12-18,53113,54213,53113,53714,10887,0.0,54674.0,54047.333333333336
2006-12-19,53513,54414,53313,53714,7347,0.0,54354.0,53714.0
2006-12-20,53713,55314,53513,55314,13316,0.02978739248613027,54234.0,54247.333333333336
2006-12-21,56414,56414,54514,55714,6739,0.007231442311169012,54434.0,54914.0
2006-12-22,55314,56514,54614,56515,4764,0.01437699680511173,54994.2,55847.666666666664
2006-12-26,55414,56614,55414,56314,3295,-0.003556577899672675,55514.2,56181.0
2006-12-27,56914,57014,55914,56314,3163,0.0,56034.2,56381.0
2006-12-28,56314,58014,55514,58015,12110,0.03020563270234744,56574.4,56881.0
2007-01-02,57414,57514,56114,56314,3801,-0.02932000344738428,56694.4,56881.0
2007-01-03,56514,57014,53813,53814,10799,-0.04439393401285652,56154.2,56047.666666666664
2007-01-04,55414,55414,52413,52514,15858,-0.024157282491544918,55394.2,54214.0
2007-01-05,52713,52713,51313,52514,26145,0.0,54634.2,52947.333333333336
2007-01-08,52713,53813,52513,53414,5128,0.01713828693300834,53714.0,52814.0
2007-01-09,53513,55214,53013,53414,5978,0.0,53134.0,53114.0
2007-01-10,53313,54013,51613,52914,9008,-0.009360841726888114,52954.0,53247.333333333336
2007-01-11,52913,54414,52913,54414,5810,0.02834788524776055,53334.0,53580.666666666664
2007-01-12,53613,55214,53613,55014,6574,0.011026574043444759,53834.0,54114.0
2007-01-15,54113,55214,54113,55214,5263,0.0036354382520813466,54194.0,54880.666666666664
2007-01-16,54814,55214,54514,54814,3857,-0.007244539428405861,54474.0,55014.0
2007-01-17,54313,55514,54313,55514,9315,0.012770460101434011,54994.0,55180.666666666664
2007-01-18,54514,55514,54514,55514,6984,0.0,55214.0,55280.666666666664
2007-01-19,54514,55114,54514,55014,2422,-0.009006737039305435,55214.0,55347.333333333336
2007-01-22,55014,55414,54714,55014,4308,0.0,55174.0,55180.666666666664
2007-01-23,55314,55614,55014,55414,11612,0.007270876504162471,55294.0,55147.333333333336
2007-01-24,55714,55914,54814,55914,7853,0.009022990579997892,55374.0,55447.333333333336
2007-01-25,55914,56214,55414,56214,26241,0.005365382551775877,55514.0,55847.333333333336
2007-01-26,56214,56314,56114,56214,11728,0.0,55754.0,56114.0
2007-01-29,56214,56214,55114,56014,5504,-0.003557832568399366,55954.0,56147.333333333336
2007-01-30,55214,56014,55114,56014,7541,0.0,56074.0,56080.666666666664
2007-01-31,56114,56214,55414,56214,3626,0.0035705359374442747,56134.0,56080.666666666664
2007-02-01,56214,56514,55014,55514,11866,-0.01245241398939767,55994.0,55914.0
2007-02-02,55214,55614,54313,55214,31971,-0.005404042223583261,55794.0,55647.333333333336
2007-02-05,54814,55714,54814,55214,22552,0.0,55634.0,55314.0
2007-02-06,55214,55514,53213,53714,27772,-0.02716702285652195,55174.0,54714.0
2007-02-07,53113,54814,53113,54314,6660,0.011170272182298824,54794.0,54414.0
2007-02-08,54313,55014,54313,55014,3172,0.012888021504584346,54694.0,54347.333333333336
2007-02-09,55414,55914,54914,55814,2417,0.014541753008325164,54814.0,55047.333333333336
2007-02-12,55914,55914,54614,55814,4925,0.0,54934.0,55547.333333333336
2007-02-13,55514,56014,55414,55614,24168,-0.003583330347224689,55314.0,55747.333333333336
2007-02-14,56514,56914,56214,56615,5740,0.017999064983637236,55774.2,56014.333333333336
2007-02-15,57114,57714,56514,57715,7018,0.019429479819835782,56314.4,56648.0
2007-02-16,57714,57714,56514,57615,6508,-0.0017326518236160382,56674.6,57315.0
2007-02-20,57014,57814,57014,57815,3848,0.0034713182330989856,57074.8,57715.0
2007-02-21,57314,57514,56814,56915,12204,-0.015566894404566267,57335.0,57448.333333333336
2007-02-22,56414,56914,55114,56915,15755,0.0,57395.0,57215.0
2007-02-23,56314,57214,55014,55314,9603,-0.028129667047351314,56914.8,56381.333333333336
2007-02-26,54814,55714,54814,55414,6906,0.001807860577792253,56474.6,55881.0
2007-02-27,55114,55614,55014,55414,5158,0.0,55994.4,55380.666666666664
2007-02-28,54013,55414,53913,55414,8503,0.0,55694.2,55414.0
2007-03-02,55114,56114,54614,55014,9190,-0.007218392463998247,55314.0,55280.666666666664
2007-03-05,54313,54514,53213,53214,9307,-0.032718944268731565,54894.0,54547.333333333336
2007-03-06,53113,53913,52313,53914,20190,0.01315443304393571,54594.0,54047.333333333336
2007-03-07,53513,54514,53413,53914,11469,0.0,54294.0,53680.666666666664
2007-03-08,54414,54614,54013,54514,9939,0.011128834810995247,54114.0,54114.0
2007-03-09,54514,54814,54113,54814,12690,0.005503173496716363,54074.0,54414.0
2007-03-12,54514,54614,54313,54414,4444,-0.007297405772247911,54314.0,54580.666666666664
2007-03-13,54414,54414,53613,54014,6006,-0.007351049362296469,54334.0,54414.0
2007-03-14,53513,54013,52213,52213,15582,-0.03334320731662166,53993.8,53547.0
2007-03-15,52513,53513,52513,52714,9369,0.009595311512458515,53633.8,52980.333333333336
2007-03-16,52613,53013,51813,52914,9968,0.0037940585043820807,53253.8,52613.666666666664
2007-03-19,52513,54313,52513,54314,9528,0.026458026231243048,53233.8,53314.0
2007-03-20,54113,54113,53113,53414,4297,-0.01657031336303716,53113.8,53547.333333333336
2007-03-21,53013,53113,52113,52213,17803,-0.02248474182798521,53113.8,53313.666666666664
2007-03-22,51713,52913,51713,52313,6973,0.0019152318388140355,53033.6,52646.666666666664
2007-03-23,52313,52613,52213,52313,7808,0.0,52913.4,52279.666666666664
2007-03-26,52413,53113,52213,52814,6686,0.009576969395752588,52613.4,52480.0
2007-03-27,53013,54313,53013,54014,9491,0.022721248153898532,52733.4,53047.0
2007-03-28,53713,54013,51913,51913,50429,-0.03889732291628101,52673.4,52913.666666666664
2007-03-29,51913,52013,50713,51813,20593,-0.0019262997707703011,52573.4,52580.0
2007-03-30,51813,51813,50613,51813,19909,0.0,52473.4,51846.333333333336
2007-04-02,51813,52113,51613,51713,6965,-0.0019300175631598027,52253.2,51779.666666666664
2007-04-03,51413,51713,51213,51213,10818,-0.009668748670547012,51693.0,51579.666666666664
2007-04-04,51713,51813,51213,51513,12199,0.005857887645714932,51613.0,51479.666666666664
2007-04-05,51613,51913,51513,51513,5111,0.0,51553.0,51413.0
2007-04-06,51513,51713,51213,51513,7923,0.0,51493.0,51513.0
2007-04-09,51513,52013,51313,51413,7283,-0.0019412575466387638,51433.0,51479.666666666664
2007-04-10,51613,52013,51413,51913,16593,0.009725166786610284,51573.0,51613.0
2007-04-11,52813,52813,51713,52514,17003,0.011577061622329632,51773.2,51946.666666666664
2007-04-12,52513,54013,52313,53114,32524,0.011425524622005634,52093.4,52513.666666666664
2007-04-13,53013,53613,53013,53214,8265,0.0018827427796814789,52433.6,52947.333333333336
2007-04-16,53213,54213,52713,54014,9932,0.015033637764497954,52953.8,53447.333333333336
2007-04-17,53713,56714,53713,55514,19117,0.02777057799829663,53674.0,54247.333333333336
2007-04-18,56414,57214,55514,56915,10330,0.02523687718413381,54554.2,55481.0
2007-04-19,56914,56914,55614,56415,6315,-0.008785030308354536,55214.4,56281.333333333336
2007-04-20,55914,57914,55914,57915,6684,0.026588673225206083,56154.6,57081.666666666664
2007-04-23,58014,60015,57714,58715,11312,0.013813347146680588,57094.8,57681.666666666664
2007-04-24,59715,60515,58815,60316,6727,0.027267308183598793,58055.2,58982.0
2007-04-25,60615,60615,58615,59015,7894,-0.021569732740897907,58475.2,59348.666666666664
2007-04-26,59015,59315,58915,59115,6312,0.0016944844531050496,59015.2,59482.0
2007-04-27,59815,59815,58715,59315,7414,0.0033832360652965576,59295.2,59148.333333333336
2007-04-30,59815,61415,59515,60216,19589,0.015190086824580673,59595.4,59548.666666666664
2007-05-02,60415,60815,60215,60616,6622,0.0066427527567423095,59655.4,60049.0
2007-05-03,60615,60815,60015,60716,18726,0.0016497294443711397,59995.6,60516.0
2007-05-04,60815,62015,60515,62016,8445,0.02141116015547806,60575.8,61116.0
2007-05-07,62416,65116,62416,64917,11970,0.04677825077399378,61696.2,62549.666666666664
2007-05-08,65316,66217,64016,65017,8617,0.001540428547221806,62656.4,63983.333333333336
2007-05-09,65916,65916,64016,65417,10006,0.006152237107218017,63616.6,65117.0
2007-05-10,66016,68217,65516,65517,9958,0.001528654631059112,64576.8,65317.0
2007-05-11,65016,67017,64816,66217,23077,0.010684249889341801,65417.0,65717.0
2007-05-14,67217,67217,65916,66617,26997,0.006040744823836874,65757.0,66117.0
2007-05-15,65616,67517,65516,67317,35285,0.010507828332107394,66217.0,66717.0
2007-05-16,68617,68617,66817,68618,36652,0.019326470282395203,66857.2,67517.33333333333
2007-05-17,70018,71018,67617,69018,14251,0.00582937421667773,67557.4,68317.66666666667
2007-05-18,68517,69918,68417,69118,5793,0.0014488973890869339,68137.6,68918.0
2007-05-21,68217,70618,68217,70018,6945,0.013021210104459113,68817.8,69384.66666666667
2007-05-22,69217,69918,66617,67917,27001,-0.0300065697392099,68937.8,69017.66666666667
2007-05-23,66817,67917,64316,65217,21048,-0.03975440611334424,68257.6,67717.33333333333
2007-05-25,65116,67117,64616,66817,25893,0.024533480534216556,67817.4,66650.33333333333
2007-05-28,67617,71218,67617,70718,10892,0.058383345555771626,68137.4,67584.0
2007-05-29,73318,80020,72718,75019,18252,0.060819027687434524,69137.6,70851.33333333333
2007-05-30,77319,77720,70918,75019,59942,0.0,70558.0,73585.33333333333
2007-05-31,74819,78020,74319,78020,11707,0.04000319918953865,73118.6,76019.33333333333
2007-06-01,77920,77920,73618,74319,11276,-0.047436554729556546,74619.0,75786.0
2007-06-04,73118,73819,69517,71218,34664,-0.0417255345201093,74719.0,74519.0
2007-06-05,69517,71918,69317,69518,8643,-0.023870369850318762,73618.8,71685.0
2007-06-07,69918,71318,69617,70018,20471,0.007192381829166594,72618.6,70251.33333333333
2007-06-08,68717,70018,68517,69518,18295,-0.0071410208803450725,70918.2,69684.66666666667
2007-06-11,69617,71218,68017,70018,14198,0.007192381829166594,70058.0,69851.33333333333
2007-06-12,69117,71318,69117,69518,27148,-0.0071410208803450725,69718.0,69684.66666666667
2007-06-13,69417,70118,67617,68918,10660,-0.008630858194999869,69598.0,69484.66666666667
2007-06-14,68017,73718,67917,73719,24145,0.06966249746075048,70338.2,70718.33333333333
2007-06-15,73418,73418,70818,72019,8081,-0.02306054070185437,70838.4,71552.0
2007-06-18,72018,72518,70018,71118,11601,-0.01251058748385847,71058.4,72285.33333333333
2007-06-19,71118,71718,70118,71118,7470,0.0,71378.4,71418.33333333333
2007-06-20,70718,73218,70618,72219,24092,0.015481312747827491,72038.6,71485.0
2007-06-21,71118,74019,71118,72019,12778,-0.0027693543250391084,71698.6,71785.33333333333
2007-06-22,70918,70918,70018,70018,8742,-0.027784334689456958,71298.4,71418.66666666667
2007-06-25,70018,72918,70018,72819,4662,0.04000399897169293,71638.6,71618.66666666667
2007-06-26,73218,73218,72018,72519,6317,-0.004119803897334462,71918.8,71785.33333333333
2007-06-27,73018,73218,70518,71618,5964,-0.012424330175540232,71798.6,72318.66666666667
2007-06-28,72818,72818,70718,70718,7109,-0.012566673182719423,71538.4,71618.33333333333
2007-06-29,71318,73218,70618,73219,13636,0.035365819169094204,72178.6,71851.66666666667
2007-07-02,72918,72918,71018,71518,8314,-0.023231674838498195,71918.4,71818.33333333333
2007-07-03,71518,71918,70018,70018,24018,-0.020973740876422675,71418.2,71585.0
2007-07-04,70118,71518,68317,71318,18062,0.018566654288897144,71358.2,70951.33333333333
2007-07-05,70318,71218,69617,69618,3923,-0.023836899520457644,71138.2,70318.0
2007-07-06,70018,70018,67417,68518,11378,-0.01580051136200411,70198.0,69818.0
2007-07-09,68817,69317,67617,67717,9090,-0.01169035873784996,69437.8,68617.66666666667
2007-07-10,68117,68817,66417,66417,13111,-0.019197542714532556,68717.6,67550.66666666667
2007-07-11,65916,69517,65116,68118,20919,0.025610912868693214,68077.6,67417.33333333333
2007-07-12,68417,68817,66217,67317,11708,-0.011759006430018482,67617.4,67284.0
2007-07-13,68517,68517,67217,67217,7333,-0.0014855088610603584,67357.2,67550.66666666667
2007-07-16,66317,67317,65516,65617,14761,-0.023803502090245066,66937.2,66717.0
2007-07-18,66517,66517,63916,63916,19373,-0.025923160156666736,66437.0,65583.33333333333
2007-07-19,64316,65016,64016,64617,8638,0.010967519869829134,65736.8,64716.666666666664
2007-07-20,64016,65016,63916,65017,13911,0.00619032143244036,65276.8,64516.666666666664
2007-07-23,65016,66817,64516,66817,11897,0.02768506698248152,65196.8,65483.666666666664
2007-07-24,68117,68217,66517,67317,17785,0.007483125551880576,65536.8,66383.66666666667
2007-07-25,67317,67617,65416,65417,10816,-0.02822466836014681,65837.0,66517.0
2007-07-26,65516,67517,65516,66817,8585,0.0214011648348289,66277.0,66517.0
2007-07-27,67017,67017,64616,65017,19806,-0.02693925198676983,66277.0,65750.33333333333
2007-07-30,65016,66717,62916,66717,17157,0.026147007705676906,66257.0,66183.66666666667
2007-07-31,66817,66817,65316,66217,3572,-0.007494341771962176,66037.0,65983.66666666667
2007-08-01,66117,66117,64016,64717,7820,-0.022652793089387946,65897.0,65883.66666666667
2007-08-02,64116,65516,61715,62516,8148,-0.03400961107591516,65036.8,64483.333333333336
2007-08-03,62516,65416,62516,65417,5450,0.046404120545140426,65116.8,64216.666666666664
2007-08-06,64316,64916,62115,63416,5471,-0.030588379167494684,64456.6,63783.0
2007-08-07,63416,64116,61615,61616,15861,-0.028384004036836163,63536.4,63483.0
2007-08-08,62216,62816,61415,62516,32951,0.014606595689431234,63096.2,62516.0
2007-08-09,62115,62316,60715,61216,11183,-0.020794676562799874,62836.2,61782.666666666664
2007-08-10,60015,60815,59515,59515,6954,-0.027786853110297938,61655.8,61082.333333333336
2007-08-13,59615,60115,58615,59315,4315,-0.003360497353608327,60835.6,60015.333333333336
2007-08-14,59415,61615,59115,61516,14204,0.037106971255163046,60815.6,60115.333333333336
2007-08-16,59515,60015,55114,55114,20402,-0.1040704857272905,59335.2,58648.333333333336
2007-08-17,55214,57714,54814,54814,23913,-0.005443263054759173,58054.8,57148.0
2007-08-20,54814,57914,54814,57015,14777,0.04015397526179454,57554.8,55647.666666666664
2007-08-21,58214,58214,56314,57515,8015,0.008769622029290547,57194.8,56448.0
2007-08-22,57914,58214,57514,58015,8103,0.008693384334521381,56494.6,57515.0
2007-08-23,58114,59115,58114,58515,9265,0.008618460742911394,57174.8,58015.0
2007-08-24,58515,59615,58114,59415,19771,0.015380671622660769,58095.0,58648.333333333336
2007-08-27,60415,61315,60015,60816,14477,0.023579904064630064,58855.2,59582.0
2007-08-28,60015,61415,60015,61416,3047,0.009865824782951949,59635.4,60549.0
2007-08-29,60015,64516,60015,63016,28182,0.02605184316790421,60635.6,61749.333333333336
2007-08-30,64516,65716,62816,63916,8417,0.014282087088993256,61715.8,62782.666666666664
2007-08-31,64616,66517,63716,66517,19847,0.04069403592214771,63136.2,64483.0
2007-09-03,66617,66817,65516,65917,2550,-0.009020250462287827,64156.4,65450.0
2007-09-04,65916,67317,65916,67317,12399,0.021238830650666785,65336.6,66583.66666666667
2007-09-05,67317,67917,65716,67317,8086,0.0,66196.8,66850.33333333333
2007-09-06,67517,67517,66117,66717,1575,-0.00891305316636215,66757.0,67117.0
2007-09-07,66717,67317,65916,67017,5103,0.004496605063177395,66857.0,67017.0
2007-09-10,65916,66617,65516,66117,2427,-0.01342942835399974,66897.0,66617.0
2007-09-11,66917,67517,66117,66817,3426,0.010587292224390144,66797.0,66650.33333333333
2007-09-12,66917,67317,65716,66017,1055,-0.011973000883008789,66537.0,66317.0
2007-09-13,66817,68917,66517,67617,5503,0.024236181589590622,66717.0,66817.0
2007-09-14,68317,68317,67217,68318,20589,0.010367215345253422,66977.2,67317.33333333333
2007-09-17,68317,68617,67817,68018,4158,-0.004391229251441753,67357.4,67984.33333333333
2007-09-18,68317,68317,67217,67517,3072,-0.007365697315416475,67497.4,67951.0
2007-09-19,67517,69817,67517,69818,8952,0.03408030570078657,68257.6,68451.0
2007-09-20,69717,69717,68017,68618,10075,-0.01718754475923112,68457.8,68651.0
2007-09-21,68617,68617,67017,67317,2865,-0.018960039639744686,68257.6,68584.33333333333
2007-09-27,67017,69817,66917,67517,8287,0.002971017722120717,68157.4,67817.33333333333
2007-09-28,67517,68717,67317,68318,3407,0.011863678777196851,68317.6,67717.33333333333
2007-10-01,67417,67917,66517,67217,4880,-0.016115811352791387,67797.4,67684.0
2007-10-02,67617,68017,66217,66217,9054,-0.014877188806403097,67317.2,67250.66666666667
2007-10-04,66317,67017,62816,64016,16868,-0.03323919839316192,66657.0,65816.66666666667
2007-10-05,63916,64016,63116,63516,10749,-0.007810547363159226,65856.8,64583.0
2007-10-08,63516,64316,61615,61716,7184,-0.028339316077838683,64536.4,63082.666666666664
2007-10-09,62716,65616,62316,64917,13659,0.05186661481625521,64076.4,63383.0
2007-10-10,65716,69517,65016,69418,16405,0.06933468891045491,64716.6,65350.333333333336
2007-10-11,69417,70218,68317,69918,9332,0.007202742804459872,65897.0,68084.33333333333
2007-10-12,69918,69918,67917,68318,6260,-0.022883949769730294,66857.4,69218.0
2007-10-15,70018,70018,68517,69218,9759,0.01317368775432537,68357.8,69151.33333333333
2007-10-16,70218,70218,68017,68918,14577,-0.0043341327400386875,69158.0,68818.0
2007-10-17,69017,69017,65016,67417,10923,-0.021779506079688926,68757.8,68517.66666666667
2007-10-18,66317,69017,65516,66017,14265,-0.020766275568476766,67977.6,67450.66666666667
2007-10-19,66317,68817,65916,68718,22804,0.040913704045927535,68057.6,67384.0
2007-10-22,66517,66917,65916,66717,11879,-0.02911900812014323,67557.4,67150.66666666667
2007-10-23,67317,67517,65516,67117,11603,0.0059954734175697855,67197.2,67517.33333333333
2007-10-24,66717,70918,66517,69618,23220,0.03726328649969446,67637.4,67817.33333333333
